sha256,count,bytes_each,files
368a4bad0cdc308510f9c5bd6e2a28d3eba56b8974decd07a4b13b867165330b,2,80864,multimedia/imagenes/productos/e098729402b2480f2ed9d78b1ceee7bba33bbaa3.png | multimedia/imagenes/productos/fca52262ded4090d045d40255d283fe0606067b7.png
e514be9d78a2617ecbb4e59c984023c8fc46e691a883fb6babc2ff5723880b1a,2,8352,multimedia/imagenes/productos/e127c73d075f64bcabd7fd264e8ead5d3f6f505b.jpg | multimedia/imagenes/productos/e79270b2331f2e3a2291fc58e78dc390512d8d8f.jpg
3e0764bf84d961cd60ae771e208106ecdf6561c3dab9d7d9fbc0c65b65e1d6ea,2,10030,system/backoffice/includes/plugins/ckeditor/plugins/icons.png | system/backoffice/includes/plugins/ckeditor/skins/moono/icons.png
48bb199389143939ce37cc0b69f294464daa4d0a63c0c67f1cacdd68613ec0cd,2,34465,system/backoffice/includes/plugins/ckeditor/plugins/icons_hidpi.png | system/backoffice/includes/plugins/ckeditor/skins/moono/icons_hidpi.png
95b7e9aef3f79a63ba449e52cdae1ceaa7348581445bf8886924b3f7673a9553,3,1108,system/backoffice/includes/plugins/datatables/extensions/ColReorder/License.txt | system/backoffice/includes/plugins/datatables/extensions/ColVis/License.txt | system/backoffice/includes/plugins/datatables/extensions/FixedColumns/License.txt
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2,0,system/backoffice/includes/plugins/datatables/extensions/Responsive/Readme.md | system/backoffice/tiny_mce/plugins/save/editor_plugin.js
cc9884528e6fe095455ec62386fb2de26309b729f1138c30c044e8f32519a373,2,44060,system/backoffice/includes/plugins/validate/dist/jquery.validate.js | system/backoffice/includes/plugins/validate/jquery.validate.js
29133962ccf97017876e2a59a345433a326ea9debced53451c44e39707f36800,2,57272,system/backoffice/js/jquery.min.js | system/js/jquery.min.js
9cf020d7c3bba7f5ab10cda54aabef934f906d4f9a3acf99e9e7dc6c98579635,2,43,system/backoffice/tiny_mce/plugins/media/img/trans.gif | system/backoffice/tiny_mce/plugins/pagebreak/img/trans.gif
9c69f76a6f90144ff3ec0adbeaec2d4ebad9511824cbc778fab8120268c10a19,2,1938,system/backoffice/tiny_mce/plugins/media/js/embed.js | system/backoffice/tiny_mce/plugins/preview/jscripts/embed.js
09d077c8876f38349dde9500268d023f8b276cc875400f4149a9b7a372fb5a3a,2,22464,system/files/images/categorias/0026e2b69ea6b2f5307ae424596371c7610f2fd8 | system/files/images/productos/0026e2b69ea6b2f5307ae424596371c7610f2fd8
1fb702a59192aea787c25c42aebfcb6f4394eb29ddd0693a1fbd9b86d0771003,2,31848,system/files/images/categorias/4c235320c6c73cff73a7e701b74b8e5fd0417378 | system/files/images/productos/4c235320c6c73cff73a7e701b74b8e5fd0417378
