legacy_file,legacy_url,classification,title,h1,template_family,database_dependency,proposed_wordpress_type,preserve_url,migration_priority,notes,related_product_ids,classification_confidence,evidence
system/libs/PEAR/DB/ibase.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB/ibase.php
system/libs/PEAR/DB/ifx.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB/ifx.php
system/libs/PEAR/DB/msql.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB/msql.php
system/libs/PEAR/DB/mssql.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB/mssql.php
system/libs/PEAR/DB/mysql.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB/mysql.php
system/libs/PEAR/DB/mysqli.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB/mysqli.php
system/libs/PEAR/DB/oci8.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB/oci8.php
system/libs/PEAR/DB/odbc.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB/odbc.php
system/libs/PEAR/DB/pgsql.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB/pgsql.php
system/libs/PEAR/DB/sqlite.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB/sqlite.php
system/libs/PEAR/DB/storage.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB/storage.php
system/libs/PEAR/DB/sybase.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB/sybase.php
system/libs/PEAR/DB.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/DB.php
system/libs/PEAR/PEAR.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/PEAR.php
system/libs/PEAR/Savant3/Error.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/Savant3/Error.php
system/libs/PEAR/Savant3/Exception.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/Savant3/Exception.php
system/libs/PEAR/Savant3/Filter.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/Savant3/Filter.php
system/libs/PEAR/Savant3/Plugin.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/Savant3/Plugin.php
system/libs/PEAR/Savant3/resources/Savant3_Filter_trimwhitespace.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/Savant3/resources/Savant3_Filter_trimwhitespace.php
system/libs/PEAR/Savant3/resources/Savant3_Plugin_ahref.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/Savant3/resources/Savant3_Plugin_ahref.php
system/libs/PEAR/Savant3/resources/Savant3_Plugin_date.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/Savant3/resources/Savant3_Plugin_date.php
system/libs/PEAR/Savant3/resources/Savant3_Plugin_htmlAttribs.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/Savant3/resources/Savant3_Plugin_htmlAttribs.php
system/libs/PEAR/Savant3/resources/Savant3_Plugin_image.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/Savant3/resources/Savant3_Plugin_image.php
system/libs/PEAR/Savant3.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PEAR/Savant3.php
system/libs/PhpMailer/class.PHPMailer.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PhpMailer/class.PHPMailer.php
system/libs/PhpMailer/class.pop3.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PhpMailer/class.pop3.php
system/libs/PhpMailer/class.smtp.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PhpMailer/class.smtp.php
system/libs/PhpMailer/language/phpmailer.lang-en.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PhpMailer/language/phpmailer.lang-en.php
system/libs/PhpMailer/language/phpmailer.lang-es.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/PhpMailer/language/phpmailer.lang-es.php
system/libs/ProjectLibrary/Access/Categorias.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Access/Categorias.class.php
system/libs/ProjectLibrary/Access/Marcas.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Access/Marcas.class.php
system/libs/ProjectLibrary/Access/Productos.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Access/Productos.class.php
system/libs/ProjectLibrary/Access/User.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Access/User.class.php
system/libs/ProjectLibrary/Access.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Access.class.php
system/libs/ProjectLibrary/Entity/Categorias.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Categorias.class.php
system/libs/ProjectLibrary/Entity/IdsHandler.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/IdsHandler.class.php
system/libs/ProjectLibrary/Entity/ImageHandler.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/ImageHandler.class.php
system/libs/ProjectLibrary/Entity/Marcas.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Marcas.class.php
system/libs/ProjectLibrary/Entity/Productos.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Productos.class.php
system/libs/ProjectLibrary/Entity/Search/Result/Categorias.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Search/Result/Categorias.class.php
system/libs/ProjectLibrary/Entity/Search/Result/fileManagment.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Search/Result/fileManagment.class.php
system/libs/ProjectLibrary/Entity/Search/Result/Marcas.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Search/Result/Marcas.class.php
system/libs/ProjectLibrary/Entity/Search/Result/Productos.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Search/Result/Productos.class.php
system/libs/ProjectLibrary/Entity/Search/Result/User.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Search/Result/User.class.php
system/libs/ProjectLibrary/Entity/Search/Result.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Search/Result.class.php
system/libs/ProjectLibrary/Entity/Search.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Search.class.php
system/libs/ProjectLibrary/Entity/User.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/User.class.php
system/libs/ProjectLibrary/Entity/Util/CategoriasArray.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Util/CategoriasArray.class.php
system/libs/ProjectLibrary/Entity/Util/CategoriasIterator.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Util/CategoriasIterator.class.php
system/libs/ProjectLibrary/Entity/Util/File.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Util/File.class.php
system/libs/ProjectLibrary/Entity/Util/fileManagmentArray.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Util/fileManagmentArray.class.php
system/libs/ProjectLibrary/Entity/Util/fileManagmentIterator.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Util/fileManagmentIterator.class.php
system/libs/ProjectLibrary/Entity/Util/FileUpload.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Util/FileUpload.class.php
system/libs/ProjectLibrary/Entity/Util/MarcasArray.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Util/MarcasArray.class.php
system/libs/ProjectLibrary/Entity/Util/MarcasIterator.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Util/MarcasIterator.class.php
system/libs/ProjectLibrary/Entity/Util/ProductosArray.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Util/ProductosArray.class.php
system/libs/ProjectLibrary/Entity/Util/ProductosIterator.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Util/ProductosIterator.class.php
system/libs/ProjectLibrary/Entity/Util/UserArray.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Util/UserArray.class.php
system/libs/ProjectLibrary/Entity/Util/UserIterator.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity/Util/UserIterator.class.php
system/libs/ProjectLibrary/Entity.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Entity.class.php
system/libs/ProjectLibrary/FrontEnd/BO/Authentification.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/BO/Authentification.class.php
system/libs/ProjectLibrary/FrontEnd/BO/Categorias.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/BO/Categorias.class.php
system/libs/ProjectLibrary/FrontEnd/BO/Marcas.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/BO/Marcas.class.php
system/libs/ProjectLibrary/FrontEnd/BO/Productos.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/BO/Productos.class.php
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/BO/User.class.php
system/libs/ProjectLibrary/FrontEnd/BO.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/BO.class.php
system/libs/ProjectLibrary/FrontEnd/FO/Authentification.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/FO/Authentification.class.php
system/libs/ProjectLibrary/FrontEnd/FO/Categorias.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/FO/Categorias.class.php
system/libs/ProjectLibrary/FrontEnd/FO/Marcas.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/FO/Marcas.class.php
system/libs/ProjectLibrary/FrontEnd/FO/Productos.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/FO/Productos.class.php
system/libs/ProjectLibrary/FrontEnd/FO.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/FO.class.php
system/libs/ProjectLibrary/FrontEnd/Util/Session.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/Util/Session.class.php
system/libs/ProjectLibrary/FrontEnd/Util/UserSession.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/FrontEnd/Util/UserSession.class.php
system/libs/ProjectLibrary/Savant.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Savant.class.php
system/libs/ProjectLibrary/Savant_php2.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/Savant_php2.class.php
system/libs/ProjectLibrary/SDO/Categorias.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Categorias.class.php
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php
system/libs/ProjectLibrary/SDO/Core/Application/Exception.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application/Exception.class.php
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php
system/libs/ProjectLibrary/SDO/Core/Application/Form.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application/Form.class.php
system/libs/ProjectLibrary/SDO/Core/Application/IdsHandler.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application/IdsHandler.class.php
system/libs/ProjectLibrary/SDO/Core/Application/ImageHandler.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application/ImageHandler.class.php
system/libs/ProjectLibrary/SDO/Core/Application/LanguageManager.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application/LanguageManager.class.php
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php
