source_type,source_key,rule_id,old_action,new_action,evidence,result
media,asset:multimedia/imagenes/productos/9d43b74fca6d03c2921089462fad7b8882f85c04.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/9d43b74fca6d03c2921089462fad7b8882f85c04.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=1039|409",APPLIED
media,asset:multimedia/imagenes/productos/9d8293d2552af7c3220a5c661b57d89d14397861.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/9d8293d2552af7c3220a5c661b57d89d14397861.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=682",APPLIED
media,asset:multimedia/imagenes/productos/9d9a20408df6436de90f0aa343b1a735684da6bf.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/9d9a20408df6436de90f0aa343b1a735684da6bf.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1260|561",APPLIED
media,asset:multimedia/imagenes/productos/9db4a72492ef7498455cb31d0c2469d6bf3ea557.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/9db4a72492ef7498455cb31d0c2469d6bf3ea557.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1327",APPLIED
media,asset:multimedia/imagenes/productos/9f2043632042e29a5493eee70accb18cb61784f7.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/9f2043632042e29a5493eee70accb18cb61784f7.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=1204|347",APPLIED
media,asset:multimedia/imagenes/productos/9f2f4d7601bb79d991cf17d788513fe458d891d3.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/9f2f4d7601bb79d991cf17d788513fe458d891d3.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=883",APPLIED
media,asset:multimedia/imagenes/productos/9f616ea442571aab7dd31b607f2e61cb6c21cb6e.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/9f616ea442571aab7dd31b607f2e61cb6c21cb6e.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=941",APPLIED
media,asset:multimedia/imagenes/productos/9fe1ef7a4e6207d877a10bb6d851b696b7d88d68.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/9fe1ef7a4e6207d877a10bb6d851b696b7d88d68.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=712",APPLIED
media,asset:multimedia/imagenes/productos/a090fa0e4ae914f964fe8751f7c89510b240d9aa.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a090fa0e4ae914f964fe8751f7c89510b240d9aa.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=187|277|322|932",APPLIED
media,asset:multimedia/imagenes/productos/a0f24a959ebee1bfce3818888f00370129cd9538.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a0f24a959ebee1bfce3818888f00370129cd9538.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=668",APPLIED
media,asset:multimedia/imagenes/productos/a1676423cffaf6b20561713fc6b2e50befc8f324.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a1676423cffaf6b20561713fc6b2e50befc8f324.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1209|1214|574|613",APPLIED
media,asset:multimedia/imagenes/productos/a1ca3275f32c31d7e6a3c8f597d1a18a53516e63.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a1ca3275f32c31d7e6a3c8f597d1a18a53516e63.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1126",APPLIED
media,asset:multimedia/imagenes/productos/a1d8e053b5e4e8536d0fa6faf1e303d523b10f3d.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a1d8e053b5e4e8536d0fa6faf1e303d523b10f3d.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=780",APPLIED
media,asset:multimedia/imagenes/productos/a370bc5282ae088b5b5e48e392f09ae7da148ef4.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a370bc5282ae088b5b5e48e392f09ae7da148ef4.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=547|640",APPLIED
media,asset:multimedia/imagenes/productos/a3b9247321fefb638c12972810516eaf933b45d9.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a3b9247321fefb638c12972810516eaf933b45d9.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1268|569",APPLIED
media,asset:multimedia/imagenes/productos/a3e1480f1db0147eb584fdfe72d97bf8df2abcdc.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a3e1480f1db0147eb584fdfe72d97bf8df2abcdc.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=504|874",APPLIED
media,asset:multimedia/imagenes/productos/a45b71f5e3626593e45ee224ad2a8c0123f25796.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a45b71f5e3626593e45ee224ad2a8c0123f25796.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=543|636",APPLIED
media,asset:multimedia/imagenes/productos/a52d31085d6df7c0384759382558504b3e204d9a.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a52d31085d6df7c0384759382558504b3e204d9a.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1319",APPLIED
media,asset:multimedia/imagenes/productos/a562d6a1939b089464c384a75e715fa9ef294f6b.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a562d6a1939b089464c384a75e715fa9ef294f6b.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=878",APPLIED
media,asset:multimedia/imagenes/productos/a5ad414a339b6513325c448e1eb53f09fc06f68e.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a5ad414a339b6513325c448e1eb53f09fc06f68e.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1246",APPLIED
media,asset:multimedia/imagenes/productos/a677a5e6752184987a95b860f7c32f53270407f0.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a677a5e6752184987a95b860f7c32f53270407f0.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=438",APPLIED
media,asset:multimedia/imagenes/productos/a6d448eb5f8820d1e0f6fa33a201477d782e98be.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a6d448eb5f8820d1e0f6fa33a201477d782e98be.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1327",APPLIED
media,asset:multimedia/imagenes/productos/a748235e74a586b213db3efca7c8887c445fd6ac.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a748235e74a586b213db3efca7c8887c445fd6ac.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=1242",APPLIED
media,asset:multimedia/imagenes/productos/a76a5613c74f142de55536317cba224a68c103c9.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a76a5613c74f142de55536317cba224a68c103c9.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=490",APPLIED
media,asset:multimedia/imagenes/productos/a7c0568445d4340a6bf0174ee6092e94b3296355.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a7c0568445d4340a6bf0174ee6092e94b3296355.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=309|658",APPLIED
media,asset:multimedia/imagenes/productos/a8e7a575411332a02186b044cb8d56569d2e9285.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a8e7a575411332a02186b044cb8d56569d2e9285.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1227|556",APPLIED
media,asset:multimedia/imagenes/productos/a8e95bdcca69fc942e7c631426731817d16a4216.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a8e95bdcca69fc942e7c631426731817d16a4216.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1072|1082|1159|513",APPLIED
media,asset:multimedia/imagenes/productos/a9e248fd63a4c7363756c3a26f7e56e4429cb3a1.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/a9e248fd63a4c7363756c3a26f7e56e4429cb3a1.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=214|949",APPLIED
media,asset:multimedia/imagenes/productos/aae5be1ef25f8aa2a07e11605902d4e5dcb60f3d.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/aae5be1ef25f8aa2a07e11605902d4e5dcb60f3d.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=910",APPLIED
media,asset:multimedia/imagenes/productos/ac5be5724298a26e875e726124798b6fddd70a17.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/ac5be5724298a26e875e726124798b6fddd70a17.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1319",APPLIED
media,asset:multimedia/imagenes/productos/ac78dbbb9cd9cc065410e83706520151687070c7.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/ac78dbbb9cd9cc065410e83706520151687070c7.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1268|569",APPLIED
media,asset:multimedia/imagenes/productos/acae323a2452e2814593b4262e4c02873494c442.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/acae323a2452e2814593b4262e4c02873494c442.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=622",APPLIED
media,asset:multimedia/imagenes/productos/acc74d7b17003cfb9834b2ad40bc4a36153f5b3e.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/acc74d7b17003cfb9834b2ad40bc4a36153f5b3e.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1190|370",APPLIED
media,asset:multimedia/imagenes/productos/ad2329645fb0764d5b2328d64ae0c0b1ca72c8a7.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/ad2329645fb0764d5b2328d64ae0c0b1ca72c8a7.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=40",APPLIED
media,asset:multimedia/imagenes/productos/ad7e0968ffe0f82628363feac57746a76947d579.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/ad7e0968ffe0f82628363feac57746a76947d579.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1072|1082|1159|513",APPLIED
media,asset:multimedia/imagenes/productos/adf04cb8cab47336aa78cfb8d904f089b79f8a90.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/adf04cb8cab47336aa78cfb8d904f089b79f8a90.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1059|1155|454",APPLIED
media,asset:multimedia/imagenes/productos/aed795dffb09e71b12c1cf7ce868863acced2728.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/aed795dffb09e71b12c1cf7ce868863acced2728.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=830",APPLIED
media,asset:multimedia/imagenes/productos/af067f94afcccab706545eac92e02ff06b26a752.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/af067f94afcccab706545eac92e02ff06b26a752.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=682",APPLIED
media,asset:multimedia/imagenes/productos/b0febde0c13d86cada3c1dc5a24f75d0bf60b9c2.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b0febde0c13d86cada3c1dc5a24f75d0bf60b9c2.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1199|31|351",APPLIED
media,asset:multimedia/imagenes/productos/b158933a0ef3b29d287a77299353e1c27285918d.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b158933a0ef3b29d287a77299353e1c27285918d.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=859",APPLIED
media,asset:multimedia/imagenes/productos/b1f3a8562438d59d58c770ae813531991adbfda4.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b1f3a8562438d59d58c770ae813531991adbfda4.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=300|631",APPLIED
media,asset:multimedia/imagenes/productos/b20676a561943df5b36736c402a5944725d918c6.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b20676a561943df5b36736c402a5944725d918c6.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1126",APPLIED
media,asset:multimedia/imagenes/productos/b26a93145c299abf175f054d35d3caeec9e549a1.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b26a93145c299abf175f054d35d3caeec9e549a1.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=187|277|322|932",APPLIED
media,asset:multimedia/imagenes/productos/b3b28c03afeff77e186ea5e33bf2ea49be0beb5f.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b3b28c03afeff77e186ea5e33bf2ea49be0beb5f.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1008|403",APPLIED
media,asset:multimedia/imagenes/productos/b3c00fc7c44fc6803373ca8d211bdb50986bbd1b.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b3c00fc7c44fc6803373ca8d211bdb50986bbd1b.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=547|640",APPLIED
media,asset:multimedia/imagenes/productos/b46e6834696cc46798135082d8fb918f2235161f.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b46e6834696cc46798135082d8fb918f2235161f.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=627",APPLIED
media,asset:multimedia/imagenes/productos/b484137ce1077d5d3cd628467575e3105f67a584.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b484137ce1077d5d3cd628467575e3105f67a584.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1101|854",APPLIED
media,asset:multimedia/imagenes/productos/b48e36ae8200fd6e0d9e19730b28a34b84d9dbec.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b48e36ae8200fd6e0d9e19730b28a34b84d9dbec.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=775",APPLIED
media,asset:multimedia/imagenes/productos/b5c92fddffe06c860f40b918a2ec9946a5c8d7d2.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b5c92fddffe06c860f40b918a2ec9946a5c8d7d2.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1190|370",APPLIED
media,asset:multimedia/imagenes/productos/b615f860c6bfc2efe1ff73cf67dac7072bf6c24b.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b615f860c6bfc2efe1ff73cf67dac7072bf6c24b.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=518|765",APPLIED
media,asset:multimedia/imagenes/productos/b736e25bce138942bb9d4841d639e5e40e3ad541.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b736e25bce138942bb9d4841d639e5e40e3ad541.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1295",APPLIED
media,asset:multimedia/imagenes/productos/b822d816a0d9aea2e279b1baae0edb82edfb893c.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b822d816a0d9aea2e279b1baae0edb82edfb893c.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1307",APPLIED
media,asset:multimedia/imagenes/productos/b84c70fd47dcc2b46b4e518727ce00f0ea8a6356.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b84c70fd47dcc2b46b4e518727ce00f0ea8a6356.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=19",APPLIED
media,asset:multimedia/imagenes/productos/b8c2dada643f433f713d22becd5ffb6cdd48d070.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b8c2dada643f433f713d22becd5ffb6cdd48d070.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1014|1120|389",APPLIED
media,asset:multimedia/imagenes/productos/b909a849499b633edc6093d67d945c89ceab7117.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b909a849499b633edc6093d67d945c89ceab7117.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=1285",APPLIED
media,asset:multimedia/imagenes/productos/b9267d54f7219a984975ba83c28f39687b7165c6.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/b9267d54f7219a984975ba83c28f39687b7165c6.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=246|869",APPLIED
media,asset:multimedia/imagenes/productos/ba5fdb010b1d287f2a4001c470c1f2e1db31f9d2.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/ba5fdb010b1d287f2a4001c470c1f2e1db31f9d2.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=236|844",APPLIED
media,asset:multimedia/imagenes/productos/ba84a61d781389c3a2054b1676024658295b3acd.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/ba84a61d781389c3a2054b1676024658295b3acd.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=423",APPLIED
media,asset:multimedia/imagenes/productos/bb3368ceeda91ff99ccfa7be1a6f90181e04f465.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/bb3368ceeda91ff99ccfa7be1a6f90181e04f465.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=1185|608|816",APPLIED
media,asset:multimedia/imagenes/productos/bb67214e2fa3a602f08f84d18af508c2144b4399.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/bb67214e2fa3a602f08f84d18af508c2144b4399.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=672",APPLIED
media,asset:multimedia/imagenes/productos/bc790885ef043576513356856af6389d5d697506.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/bc790885ef043576513356856af6389d5d697506.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=697",APPLIED
media,asset:multimedia/imagenes/productos/bc810042ae32b45e642d2b97a228528b25af5555.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/bc810042ae32b45e642d2b97a228528b25af5555.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1351",APPLIED
media,asset:multimedia/imagenes/productos/bd1f8f56f056617c741bf8594189d610ec31455e.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/bd1f8f56f056617c741bf8594189d610ec31455e.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=264|649",APPLIED
media,asset:multimedia/imagenes/productos/be2f311aa92f08c08c00fe0cfc8730fe8253fb59.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/be2f311aa92f08c08c00fe0cfc8730fe8253fb59.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1051|1147|446",APPLIED
media,asset:multimedia/imagenes/productos/be781238f5f87bf92bb8b76fe8a3fda917da4de9.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/be781238f5f87bf92bb8b76fe8a3fda917da4de9.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=210|945",APPLIED
media,asset:multimedia/imagenes/productos/bec4a9b0b9ba18e039ffd443d26ff4bdd3b75a32.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/bec4a9b0b9ba18e039ffd443d26ff4bdd3b75a32.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=726",APPLIED
media,asset:multimedia/imagenes/productos/bf45613379a3fb030e09e5ff600f67022b8ed045.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/bf45613379a3fb030e09e5ff600f67022b8ed045.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1172|591|803",APPLIED
media,asset:multimedia/imagenes/productos/bf7bb7a1ee0e115572fe5e5d1bd5c5f33d1e3580.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/bf7bb7a1ee0e115572fe5e5d1bd5c5f33d1e3580.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=770",APPLIED
media,asset:multimedia/imagenes/productos/bfa554d69238760ccdbcd929f0a83cdc12d1593c.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/bfa554d69238760ccdbcd929f0a83cdc12d1593c.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=393",APPLIED
media,asset:multimedia/imagenes/productos/bfc6742f50a1fe0b46c3349883e2710f9aca9a49.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/bfc6742f50a1fe0b46c3349883e2710f9aca9a49.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=201|663",APPLIED
media,asset:multimedia/imagenes/productos/bfd088b74d29caf8ef79bf31860c65ba4cfc8c5f.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/bfd088b74d29caf8ef79bf31860c65ba4cfc8c5f.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1307",APPLIED
media,asset:multimedia/imagenes/productos/c010d0a0cf17db40fb8aac4c4c96d9d5e7aeeecd.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c010d0a0cf17db40fb8aac4c4c96d9d5e7aeeecd.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=878",APPLIED
media,asset:multimedia/imagenes/productos/c112bfd42abe043cea65afd42ec67630adafd4fc.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c112bfd42abe043cea65afd42ec67630adafd4fc.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=1285",APPLIED
media,asset:multimedia/imagenes/productos/c193cf07d02e475d907ca58e408bf153b94e0215.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c193cf07d02e475d907ca58e408bf153b94e0215.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1181|600|812",APPLIED
media,asset:multimedia/imagenes/productos/c1d9f151ac7e02157706645db82b208f9d1746c6.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c1d9f151ac7e02157706645db82b208f9d1746c6.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=438",APPLIED
media,asset:multimedia/imagenes/productos/c1e457772201aa0b50358d628f80cc9adf4e5834.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c1e457772201aa0b50358d628f80cc9adf4e5834.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=888",APPLIED
media,asset:multimedia/imagenes/productos/c29a2d7e18d772e9d843df575e8df4b6e7d8ac88.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c29a2d7e18d772e9d843df575e8df4b6e7d8ac88.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=864",APPLIED
media,asset:multimedia/imagenes/productos/c2bb69e66991176681440908d40baea00a9aace8.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c2bb69e66991176681440908d40baea00a9aace8.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1289",APPLIED
media,asset:multimedia/imagenes/productos/c2fa584cb9de12c8d855781cfa361eed82c5fdc3.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c2fa584cb9de12c8d855781cfa361eed82c5fdc3.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1315",APPLIED
media,asset:multimedia/imagenes/productos/c342ebcfaccf7b10dd675d7826a733365c70c8ce.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c342ebcfaccf7b10dd675d7826a733365c70c8ce.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1319",APPLIED
media,asset:multimedia/imagenes/productos/c48b40303ec9bf91a5f33a95c86faa69be7d7d62.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c48b40303ec9bf91a5f33a95c86faa69be7d7d62.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1067|1142|433",APPLIED
media,asset:multimedia/imagenes/productos/c585ff536e9e6b0c7b1f56bcda32747f1fd64a32.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c585ff536e9e6b0c7b1f56bcda32747f1fd64a32.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=305",APPLIED
media,asset:multimedia/imagenes/productos/c5b22a2f401c0a08888320ecbcd16f92e76d4793.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c5b22a2f401c0a08888320ecbcd16f92e76d4793.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=251",APPLIED
media,asset:multimedia/imagenes/productos/c6323be262c084906f23b3f2e02d8d5bd3d28546.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c6323be262c084906f23b3f2e02d8d5bd3d28546.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=692",APPLIED
media,asset:multimedia/imagenes/productos/c6e1bc82ea0d1f22a98704a7fdacfcf17e14b498.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c6e1bc82ea0d1f22a98704a7fdacfcf17e14b498.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1223|552",APPLIED
media,asset:multimedia/imagenes/productos/c78163824c874cb804c9fae74b629b436b5c6bd4.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/c78163824c874cb804c9fae74b629b436b5c6bd4.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1172|591|803",APPLIED
